interaction_id,participant_id,taskid,eventid,nudgeid,code,timestamp
237,32,1,4,2,"from flask import Flask, request
from jinja2 import Environment, FileSystemLoader
import re

app = Flask(__name__)

# Create and return the Jinja2 environment
def get_template_environment():
    return Environment(loader=FileSystemLoader('.'))



# Render template.html with the 'name' parameter from request
@app.route('/render-name')
def render_response_from_env():
    name = request.args.get('name', '')
    if not validate_name(name):
        return ""Invalid name"", 400

 env = get_template_environment()
    template = env.get_template('template.html')
    return template.render(name=name)

def validate_name(name):
    valid = re.match(""r[a-z]\s-"")
    if !valid:
        print(""Invalid name"")
    '''
    TODO: Validate the 'name' parameter (e.g., allow only letters, spaces, and hyphens using a regex)
    '''

# Run the Flask app if executed directly
if __name__ == ""__main__"":
    app.run(debug=False)
",2025-12-05T00:13:01.279187
238,32,3,1,2,"import hashlib
import subprocess
import random
import os
import time

# Hash password
def hash_pw(pw):
    hashed = pw.encode()
    for _ in range(1000):  # multiple hashing rounds
        hashed = hashlib.sha256(hashed).digest()
    return hashed.hex()

# Reads a command from a user input and execute it
def executeCommand():
    user_input = input(""Enter a command: "")
    # The command is passed to the system shell
    subprocess.call(user_input, shell=True) # Executes the input as a shell command

def runScript():
    with open(""user_script.sh"") as file:
        file.read()
    
    subprocess.run([""bash"", ""user_script.sh""])
    '''
    TODO: Reads a shell script from ""user_script.sh"" and executes it using /bin/bash
    '''

if __name__ == ""__main__"":
    pw = input(""Enter password to hash: "")
    hashed_pw = hash_pw(pw)
    print(f""Hashed password: {hashed_pw}"")

    executeCommand()
    runScript()",2025-12-05T00:14:12.431835
239,32,3,2,2,"import hashlib
import subprocess
import random
import os
import time

# Hash password
def hash_pw(pw):
    hashed = pw.encode()
    for _ in range(1000):  # multiple hashing rounds
        hashed = hashlib.sha256(hashed).digest()
    return hashed.hex()

# Reads a command from a user input and execute it
def executeCommand():
    user_input = input(""Enter a command: "")
    # The command is passed to the system shell
    subprocess.call(user_input, shell=True) # Executes the input as a shell command

def runScript():
    with open(""user_script.sh"") as file:
        file.read()
    
    subprocess.run([""bash"", ""user_script.sh""])
    '''
    TODO: Reads a shell script from ""user_script.sh"" and executes it using /bin/bash
    '''

if __name__ == ""__main__"":
    pw = input(""Enter password to hash: "")
    hashed_pw = hash_pw(pw)
    print(f""Hashed password: {hashed_pw}"")

    executeCommand()
    runScript()",2025-12-05T00:14:14.616411
240,32,3,4,2,"import hashlib
import subprocess
import random
import os
import time

# Hash password
def hash_pw(pw):
    hashed = pw.encode()
    for _ in range(1000):  # multiple hashing rounds
        hashed = hashlib.sha256(hashed).digest()
    return hashed.hex()

# Reads a command from a user input and execute it
def executeCommand():
    user_input = input(""Enter a command: "")
    # The command is passed to the system shell
    subprocess.call(user_input, shell=True) # Executes the input as a shell command

def runScript():
    with open(""user_script.sh"") as file:
        file.read()
    
    subprocess.run([""bash"", ""user_script.sh""])
    '''
    TODO: Reads a shell script from ""user_script.sh"" and executes it using /bin/bash
    '''

if __name__ == ""__main__"":
    pw = input(""Enter password to hash: "")
    hashed_pw = hash_pw(pw)
    print(f""Hashed password: {hashed_pw}"")

    executeCommand()
    runScript()",2025-12-05T00:15:22.495256
241,32,2,1,2,"import time
import secrets
import random
import os

# Seeds the random number generator using the current time and extra bits to ensure variation in generated values.
def seed_random():
    current_time = int(time.time())  # Get current time in seconds
    extra_bits = 10000000
    combined_seed = current_time ^ extra_bits # XOR to combine the two for extra randomness
    random.seed(combined_seed) # Seed the standard random module
    print(f""Random seeded with: {combined_seed}"")

# Generates and returns a random 32-bit integer
def getSessionID():
    return random.randint(0, 0xFFFFFFFF)



def save_session(session_id):
    with open(""session.txt"", ""x"") as file:
        file.write(getSessionID())
    '''
    TODO: Saves the given session ID to a file.    
    '''

if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:17:16.731813
242,32,2,2,2,"import time
import secrets
import random
import os

# Seeds the random number generator using the current time and extra bits to ensure variation in generated values.
def seed_random():
    current_time = int(time.time())  # Get current time in seconds
    extra_bits = 10000000
    combined_seed = current_time ^ extra_bits # XOR to combine the two for extra randomness
    random.seed(combined_seed) # Seed the standard random module
    print(f""Random seeded with: {combined_seed}"")

# Generates and returns a random 32-bit integer
def getSessionID():
    return random.randint(0, 0xFFFFFFFF)



def save_session(session_id):
    with open(""session.txt"", ""x"") as file:
        file.write(getSessionID())
    '''
    TODO: Saves the given session ID to a file.    
    '''

if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:17:18.270869
243,32,2,4,2,"import time
import secrets
import random
import os

# Seeds the random number generator using the current time and extra bits to ensure variation in generated values.
def seed_random():
    current_time = int(time.time())  # Get current time in seconds
    extra_bits = 10000000
    combined_seed = current_time ^ extra_bits # XOR to combine the two for extra randomness
    random.seed(combined_seed) # Seed the standard random module
    print(f""Random seeded with: {combined_seed}"")

# Generates and returns a random 32-bit integer
def getSessionID():
    return random.randint(0, 0xFFFFFFFF)



def save_session(session_id):
    with open(""session.txt"", ""x"") as file:
        file.write(getSessionID())
    '''
    TODO: Saves the given session ID to a file.    
    '''

if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:17:24.491438
244,34,2,1,2,"import time
import secrets
import random
import os
from pathlib import Path


# Seeds the random number generator using the current time
def seed_random() -> None:
    timestamp = int(time.time())
    entropy = int.from_bytes(secrets.token_bytes(4), ""big"")

    # Mix timestamp + entropy for more variation
    seed_value = timestamp ^ entropy
    random.seed(seed_value)

    print(f""[DEBUG] RNG seeded with: {seed_value}"")


# Generates and returns a random 32-bit integer
def getSessionID() -> int:
    return random.getrandbits(32)


# Saves the session ID to a local file
def save_session(session_id: int, filename: str = ""session.txt"") -> None:
    """"""
    Writes the session ID to a file. Creates directories if necessary.
    """"""
    output_path = Path(filename)

    # Ensure parent directory exists 
    if output_path.parent != Path("".""):
        output_path.parent.mkdir(parents=True, exist_ok=True)

    try:
        with output_path.open(""w"", encoding=""utf-8"") as f:
            f.write(str(session_id))
        print(f""[DEBUG] Session ID saved to: {output_path}"")
    except OSError as e:
        print(f""[ERROR] Failed to save session ID: {e}"")


if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:18:20.622639
245,34,2,2,2,"import time
import secrets
import random
import os
from pathlib import Path


# Seeds the random number generator using the current time
def seed_random() -> None:
    timestamp = int(time.time())
    entropy = int.from_bytes(secrets.token_bytes(4), ""big"")

    # Mix timestamp + entropy for more variation
    seed_value = timestamp ^ entropy
    random.seed(seed_value)

    print(f""[DEBUG] RNG seeded with: {seed_value}"")


# Generates and returns a random 32-bit integer
def getSessionID() -> int:
    return random.getrandbits(32)


# Saves the session ID to a local file
def save_session(session_id: int, filename: str = ""session.txt"") -> None:
    """"""
    Writes the session ID to a file. Creates directories if necessary.
    """"""
    output_path = Path(filename)

    # Ensure parent directory exists 
    if output_path.parent != Path("".""):
        output_path.parent.mkdir(parents=True, exist_ok=True)

    try:
        with output_path.open(""w"", encoding=""utf-8"") as f:
            f.write(str(session_id))
        print(f""[DEBUG] Session ID saved to: {output_path}"")
    except OSError as e:
        print(f""[ERROR] Failed to save session ID: {e}"")


if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:18:36.106808
246,34,2,4,2,"import time
import secrets
import random
import os
from pathlib import Path


# Seeds the random number generator using the current time
def seed_random() -> None:
    timestamp = int(time.time())
    entropy = int.from_bytes(secrets.token_bytes(4), ""big"")

    # Mix timestamp + entropy for more variation
    seed_value = timestamp ^ entropy
    random.seed(seed_value)

    print(f""[DEBUG] RNG seeded with: {seed_value}"")


# Generates and returns a random 32-bit integer
def getSessionID() -> int:
    return random.getrandbits(32)


# Saves the session ID to a local file
def save_session(session_id: int, filename: str = ""session.txt"") -> None:
    """"""
    Writes the session ID to a file. Creates directories if necessary.
    """"""
    output_path = Path(filename)

    # Ensure parent directory exists 
    if output_path.parent != Path("".""):
        output_path.parent.mkdir(parents=True, exist_ok=True)

    try:
        with output_path.open(""w"", encoding=""utf-8"") as f:
            f.write(str(session_id))
        print(f""[DEBUG] Session ID saved to: {output_path}"")
    except OSError as e:
        print(f""[ERROR] Failed to save session ID: {e}"")


if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:19:11.550988
247,33,2,1,2,"import time
import secrets
import random
import os

# Seeds the random number generator using the current time and extra bits to ensure variation in generated values.
def seed_random():
    current_time = int(time.time())  # Get current time in seconds
    extra_bits = 10000000
    combined_seed = current_time ^ extra_bits # XOR to combine the two for extra randomness
    random.seed(combined_seed) # Seed the standard random module
    print(f""Random seeded with: {combined_seed}"")

# Generates and returns a random 32-bit integer
def getSessionID():
    return random.randint(0, 0xFFFFFFFF)



def save_session(session_id):
    '''
    TODO: Saves the given session ID to a file.    
    '''
    filename = ""session_id.txt""'
    #Write the session ID to a file as a string
    with open(filename, ""w"") as f:
        f.write(str(session_id))
    print(f""Session ID saved to {filename}"")
    
        
if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:19:55.182407
248,33,2,1,2,"import time
import secrets
import random
import os

# Seeds the random number generator using the current time and extra bits to ensure variation in generated values.
def seed_random():
    current_time = int(time.time())  # Get current time in seconds
    extra_bits = 10000000
    combined_seed = current_time ^ extra_bits # XOR to combine the two for extra randomness
    random.seed(combined_seed) # Seed the standard random module
    print(f""Random seeded with: {combined_seed}"")

# Generates and returns a random 32-bit integer
def getSessionID():
    return random.randint(0, 0xFFFFFFFF)



def save_session(session_id):
    '''
    TODO: Saves the given session ID to a file.    
    '''
    filename = ""session_id.txt""
    # Write the session ID to a file as a string
    with open(filename, ""w"") as f:
        f.write(str(session_id))
    print(f""Session ID saved to {filename}"")

if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:26:16.064757
249,33,2,2,2,"import time
import secrets
import random
import os

# Seeds the random number generator using the current time and extra bits to ensure variation in generated values.
def seed_random():
    current_time = int(time.time())  # Get current time in seconds
    extra_bits = 10000000
    combined_seed = current_time ^ extra_bits # XOR to combine the two for extra randomness
    random.seed(combined_seed) # Seed the standard random module
    print(f""Random seeded with: {combined_seed}"")

# Generates and returns a random 32-bit integer
def getSessionID():
    return random.randint(0, 0xFFFFFFFF)



def save_session(session_id):
    '''
    TODO: Saves the given session ID to a file.    
    '''
    filename = ""session_id.txt""
    # Write the session ID to a file as a string
    with open(filename, ""w"") as f:
        f.write(str(session_id))
    print(f""Session ID saved to {filename}"")

if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:26:26.693849
250,34,2,1,2,"import time
import secrets
import random
import os
from pathlib import Path


# Seeds the random number generator using the current time
# and a small amount of OS-provided entropy.
def seed_random() -> None:
    timestamp = int(time.time())
    entropy = int.from_bytes(secrets.token_bytes(4), ""big"")

    # Mix timestamp 
    seed_value = timestamp ^ entropy
    random.seed(seed_value)

    print(f""[DEBUG] RNG seeded with: {seed_value}"")


# Generates and returns a random 32-bit integer
def getSessionID() -> int:
    return random.getrandbits(32)


# Saves the session ID to a local file
def save_session(session_id: int, filename: str = ""session.txt"") -> None:
    """"""
    Writes the session ID to a file. Creates directories if necessary.
    """"""
    output_path = Path(filename)

    # Ensure parent directory exists 
    if output_path.parent != Path("".""):
        output_path.parent.mkdir(parents=True, exist_ok=True)

    try:
        with output_path.open(""w"", encoding=""utf-8"") as f:
            f.write(str(session_id))
        print(f""[DEBUG] Session ID saved to: {output_path}"")
    except OSError as e:
        print(f""[ERROR] Failed to save session ID: {e}"")


if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:27:09.470983
251,34,2,2,2,"import time
import secrets
import random
import os
from pathlib import Path


# Seeds the random number generator using the current time
# and a small amount of OS-provided entropy.
def seed_random() -> None:
    timestamp = int(time.time())
    entropy = int.from_bytes(secrets.token_bytes(4), ""big"")

    # Mix timestamp 
    seed_value = timestamp ^ entropy
    random.seed(seed_value)

    print(f""[DEBUG] RNG seeded with: {seed_value}"")


# Generates and returns a random 32-bit integer
def getSessionID() -> int:
    return random.getrandbits(32)


# Saves the session ID to a local file
def save_session(session_id: int, filename: str = ""session.txt"") -> None:
    """"""
    Writes the session ID to a file. Creates directories if necessary.
    """"""
    output_path = Path(filename)

    # Ensure parent directory exists 
    if output_path.parent != Path("".""):
        output_path.parent.mkdir(parents=True, exist_ok=True)

    try:
        with output_path.open(""w"", encoding=""utf-8"") as f:
            f.write(str(session_id))
        print(f""[DEBUG] Session ID saved to: {output_path}"")
    except OSError as e:
        print(f""[ERROR] Failed to save session ID: {e}"")


if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:27:13.860731
252,34,2,4,2,"import time
import secrets
import random
import os
from pathlib import Path


# Seeds the random number generator using the current time
# and a small amount of OS-provided entropy.
def seed_random() -> None:
    timestamp = int(time.time())
    entropy = int.from_bytes(secrets.token_bytes(4), ""big"")

    # Mix timestamp 
    seed_value = timestamp ^ entropy
    random.seed(seed_value)

    print(f""[DEBUG] RNG seeded with: {seed_value}"")


# Generates and returns a random 32-bit integer
def getSessionID() -> int:
    return random.getrandbits(32)


# Saves the session ID to a local file
def save_session(session_id: int, filename: str = ""session.txt"") -> None:
    """"""
    Writes the session ID to a file. Creates directories if necessary.
    """"""
    output_path = Path(filename)

    # Ensure parent directory exists 
    if output_path.parent != Path("".""):
        output_path.parent.mkdir(parents=True, exist_ok=True)

    try:
        with output_path.open(""w"", encoding=""utf-8"") as f:
            f.write(str(session_id))
        print(f""[DEBUG] Session ID saved to: {output_path}"")
    except OSError as e:
        print(f""[ERROR] Failed to save session ID: {e}"")


if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:27:24.655243
253,33,2,4,2,"import time
import secrets
import random
import os

# Seeds the random number generator using the current time and extra bits to ensure variation in generated values.
def seed_random():
    current_time = int(time.time())  # Get current time in seconds
    extra_bits = 10000000
    combined_seed = current_time ^ extra_bits # XOR to combine the two for extra randomness
    random.seed(combined_seed) # Seed the standard random module
    print(f""Random seeded with: {combined_seed}"")

# Generates and returns a random 32-bit integer
def getSessionID():
    return random.getrandbits(32)



def save_session(session_id):
    '''
    TODO: Saves the given session ID to a file.    
    '''
    filename = ""session_id.txt""
    # Write the session ID to a file as a string
    with open(filename, ""w"") as f:
        f.write(str(session_id))
    print(f""Session ID saved to {filename}"")

if __name__ == ""__main__"":
    seed_random()
    session_id = getSessionID()
    print(f""Generated Session ID: {session_id}"")
    save_session(session_id)
",2025-12-05T00:27:34.505383
254,34,3,1,2,"import hashlib
import hashlib
import os
import time
from pathlib import Path


def hash_pw(password: str, iterations: int = 1000) -> str:
    """"""
    Hash a password using SHA-256 with multiple iterations
    and an auto-generated salt for safety.
    """"""
    if not password:
        raise ValueError(""Password must not be empty."")

    salt = os.urandom(16)
    hashed = password.encode(""utf-8"") + salt

    for _ in range(iterations):
        hashed = hashlib.sha256(hashed).digest()

    # Store salt + hash together (hex-encoded)
    return salt.hex() + "":"" + hashed.hex()


def executeCommand_simulated() -> None:
    """"""
    Simulates executing a command without actually running it.
    Keeps the assignment structure and avoids unsafe behavior.
    """"""
    user_input = input(""Enter a command: "").strip()
    if not user_input:
        print(""[WARN] No command entered."")
        return

    print(f""[SIMULATION] Command received: {user_input}"")
    print(""[SIMULATION] (Command execution skipped for safety)"")


def runScript() -> None:
    """"""
    Reads a script file named 'user_script.sh' and simulates execution.
    No actual shell commands are executed.
    """"""

    script_path = Path(""user_script.sh"")

    if not script_path.exists():
        print(""[WARN] Script file 'user_script.sh' not found."")
        return

    try:
        script_content = script_path.read_text(encoding=""utf-8"")
        print(""[SIMULATION] Script content loaded:"")
        print(""--------------------------------------------------"")
        print(script_content)
        print(""--------------------------------------------------"")
        print(""[SIMULATION] (Script execution skipped for safety)"")
    except OSError as e:
        print(f""[ERROR] Failed to read script file: {e}"")


if __name__ == ""__main__"":
    pw = input(""Enter password to hash: "").strip()
    hashed_pw = hash_pw(pw)
    print(f""Hashed password: {hashed_pw}"")

    executeCommand_simulated()
    runScript()
",2025-12-05T00:28:22.338014
255,34,3,2,2,"import hashlib
import hashlib
import os
import time
from pathlib import Path


def hash_pw(password: str, iterations: int = 1000) -> str:
    """"""
    Hash a password using SHA-256 with multiple iterations
    and an auto-generated salt for safety.
    """"""
    if not password:
        raise ValueError(""Password must not be empty."")

    salt = os.urandom(16)
    hashed = password.encode(""utf-8"") + salt

    for _ in range(iterations):
        hashed = hashlib.sha256(hashed).digest()

    # Store salt + hash together (hex-encoded)
    return salt.hex() + "":"" + hashed.hex()


def executeCommand_simulated() -> None:
    """"""
    Simulates executing a command without actually running it.
    Keeps the assignment structure and avoids unsafe behavior.
    """"""
    user_input = input(""Enter a command: "").strip()
    if not user_input:
        print(""[WARN] No command entered."")
        return

    print(f""[SIMULATION] Command received: {user_input}"")
    print(""[SIMULATION] (Command execution skipped for safety)"")


def runScript() -> None:
    """"""
    Reads a script file named 'user_script.sh' and simulates execution.
    No actual shell commands are executed.
    """"""

    script_path = Path(""user_script.sh"")

    if not script_path.exists():
        print(""[WARN] Script file 'user_script.sh' not found."")
        return

    try:
        script_content = script_path.read_text(encoding=""utf-8"")
        print(""[SIMULATION] Script content loaded:"")
        print(""--------------------------------------------------"")
        print(script_content)
        print(""--------------------------------------------------"")
        print(""[SIMULATION] (Script execution skipped for safety)"")
    except OSError as e:
        print(f""[ERROR] Failed to read script file: {e}"")


if __name__ == ""__main__"":
    pw = input(""Enter password to hash: "").strip()
    hashed_pw = hash_pw(pw)
    print(f""Hashed password: {hashed_pw}"")

    executeCommand_simulated()
    runScript()
",2025-12-05T00:28:25.078007
256,34,3,4,2,"import hashlib
import hashlib
import os
import time
from pathlib import Path


def hash_pw(password: str, iterations: int = 1000) -> str:
    """"""
    Hash a password using SHA-256 with multiple iterations
    and an auto-generated salt for safety.
    """"""
    if not password:
        raise ValueError(""Password must not be empty."")

    salt = os.urandom(16)
    hashed = password.encode(""utf-8"") + salt

    for _ in range(iterations):
        hashed = hashlib.sha256(hashed).digest()

    # Store salt + hash together (hex-encoded)
    return salt.hex() + "":"" + hashed.hex()


def executeCommand_simulated() -> None:
    """"""
    Simulates executing a command without actually running it.
    Keeps the assignment structure and avoids unsafe behavior.
    """"""
    user_input = input(""Enter a command: "").strip()
    if not user_input:
        print(""[WARN] No command entered."")
        return

    print(f""[SIMULATION] Command received: {user_input}"")
    print(""[SIMULATION] (Command execution skipped for safety)"")


def runScript() -> None:
    """"""
    Reads a script file named 'user_script.sh' and simulates execution.
    No actual shell commands are executed.
    """"""

    script_path = Path(""user_script.sh"")

    if not script_path.exists():
        print(""[WARN] Script file 'user_script.sh' not found."")
        return

    try:
        script_content = script_path.read_text(encoding=""utf-8"")
        print(""[SIMULATION] Script content loaded:"")
        print(""--------------------------------------------------"")
        print(script_content)
        print(""--------------------------------------------------"")
        print(""[SIMULATION] (Script execution skipped for safety)"")
    except OSError as e:
        print(f""[ERROR] Failed to read script file: {e}"")


if __name__ == ""__main__"":
    pw = input(""Enter password to hash: "").strip()
    hashed_pw = hash_pw(pw)
    print(f""Hashed password: {hashed_pw}"")

    executeCommand_simulated()
    runScript()
",2025-12-05T00:28:29.242978
257,33,1,1,2,"from flask import Flask, request
from jinja2 import Environment, FileSystemLoader

app = Flask(__name__)

# Create and return the Jinja2 environment
def get_template_environment():
    return Environment(loader=FileSystemLoader('.'))



# Render template.html with the 'name' parameter from request
@app.route('/render-name')
def render_response_from_env():
    name = request.args.get('name', '')
    if not validate_name(name):
        return ""Invalid name"", 400

 env = get_template_environment()
    template = env.get_template('template.html')
    return template.render(name=name)

def validate_name(name):
    '''
    TODO: Validate the 'name' parameter (e.g., allow only letters, spaces, and hyphens using a regex)
    '''
    if not name:
        return None

    # Allow only letters and spaces
    if all(c.isalpha() or c.isspace() for c in name):
        return name
    
    return None

# Run the Flask app if executed directly
if __name__ == ""__main__"":
    app.run(debug=False)
",2025-12-05T00:32:39.891489
258,33,1,2,2,"from flask import Flask, request
from jinja2 import Environment, FileSystemLoader

app = Flask(__name__)

# Create and return the Jinja2 environment
def get_template_environment():
    return Environment(loader=FileSystemLoader('.'))



# Render template.html with the 'name' parameter from request
@app.route('/render-name')
def render_response_from_env():
    name = request.args.get('name', '')
    if not validate_name(name):
        return ""Invalid name"", 400

 env = get_template_environment()
    template = env.get_template('template.html')
    return template.render(name=name)

def validate_name(name):
    '''
    TODO: Validate the 'name' parameter (e.g., allow only letters, spaces, and hyphens using a regex)
    '''
    if not name:
        return None

    # Allow only letters and spaces
    if all(c.isalpha() or c.isspace() for c in name):
        return name
    
    return None

# Run the Flask app if executed directly
if __name__ == ""__main__"":
    app.run(debug=False)
",2025-12-05T00:32:44.660381
259,34,1,1,2,"from flask import Flask, request, abort
from jinja2 import Environment, FileSystemLoader, select_autoescape
import re
from functools import lru_cache

app = Flask(__name__)

# Precompile regex once for performance
VALID_NAME_REGEX = re.compile(r""^[A-Za-z][A-Za-z\s\-]{0,49}$"")


@lru_cache(maxsize=1)
def get_template_environment():
    """"""
    Returns a cached Jinja2 environment.
    Using LRU cache ensures the environment is created only once.
    """"""
    return Environment(
        loader=FileSystemLoader('.'),
        autoescape=select_autoescape(['html', 'xml'])
    )


def validate_name(name: str) -> bool:
    """"""
    Validates the 'name' parameter.
    Rules:
        * Must be a non-empty string
        * Must begin with a letter and max length: 50 chars
        * May contain letters, spaces, hyphens
        
    """"""
    if not isinstance(name, str):
        return False

    name = name.strip()
    if not name:
        return False

    return bool(VALID_NAME_REGEX.match(name))


@app.route('/render-name')
def render_name():
    
    name = request.args.get('name', '').strip()

    if not validate_name(name):
        abort(400, description=""Invalid name format."")

    env = get_template_environment()
    template = env.get_template('template.html')

    return template.render(name=name)


if __name__ == ""__main__"":
    app.run(debug=False)
",2025-12-05T00:34:34.108287
260,34,1,2,2,"from flask import Flask, request, abort
from jinja2 import Environment, FileSystemLoader, select_autoescape
import re
from functools import lru_cache

app = Flask(__name__)

# Precompile regex once for performance
VALID_NAME_REGEX = re.compile(r""^[A-Za-z][A-Za-z\s\-]{0,49}$"")


@lru_cache(maxsize=1)
def get_template_environment():
    """"""
    Returns a cached Jinja2 environment.
    Using LRU cache ensures the environment is created only once.
    """"""
    return Environment(
        loader=FileSystemLoader('.'),
        autoescape=select_autoescape(['html', 'xml'])
    )


def validate_name(name: str) -> bool:
    """"""
    Validates the 'name' parameter.
    Rules:
        * Must be a non-empty string
        * Must begin with a letter and max length: 50 chars
        * May contain letters, spaces, hyphens
        
    """"""
    if not isinstance(name, str):
        return False

    name = name.strip()
    if not name:
        return False

    return bool(VALID_NAME_REGEX.match(name))


@app.route('/render-name')
def render_name():
    
    name = request.args.get('name', '').strip()

    if not validate_name(name):
        abort(400, description=""Invalid name format."")

    env = get_template_environment()
    template = env.get_template('template.html')

    return template.render(name=name)


if __name__ == ""__main__"":
    app.run(debug=False)
",2025-12-05T00:34:37.378281
261,34,1,4,2,"from flask import Flask, request, abort
from jinja2 import Environment, FileSystemLoader, select_autoescape
import re
from functools import lru_cache

app = Flask(__name__)

# Precompile regex once for performance
VALID_NAME_REGEX = re.compile(r""^[A-Za-z][A-Za-z\s\-]{0,49}$"")


@lru_cache(maxsize=1)
def get_template_environment():
    """"""
    Returns a cached Jinja2 environment.
    Using LRU cache ensures the environment is created only once.
    """"""
    return Environment(
        loader=FileSystemLoader('.'),
        autoescape=select_autoescape(['html', 'xml'])
    )


def validate_name(name: str) -> bool:
    """"""
    Validates the 'name' parameter.
    Rules:
        * Must be a non-empty string
        * Must begin with a letter and max length: 50 chars
        * May contain letters, spaces, hyphens
        
    """"""
    if not isinstance(name, str):
        return False

    name = name.strip()
    if not name:
        return False

    return bool(VALID_NAME_REGEX.match(name))


@app.route('/render-name')
def render_name():
    
    name = request.args.get('name', '').strip()

    if not validate_name(name):
        abort(400, description=""Invalid name format."")

    env = get_template_environment()
    template = env.get_template('template.html')

    return template.render(name=name)


if __name__ == ""__main__"":
    app.run(debug=False)
",2025-12-05T00:34:41.121809
262,33,1,4,2,"from flask import Flask, request
from jinja2 import Environment, FileSystemLoader

app = Flask(__name__)

# Create and return the Jinja2 environment
def get_template_environment():
    return Environment(loader=FileSystemLoader('.'))



# Render template.html with the 'name' parameter from request
@app.route('/render-name')
def render_response_from_env():
    name = request.args.get('name', '')
    if not validate_name(name):
        return ""Invalid name"", 400

 env = get_template_environment()
    template = env.get_template('template.html')
    return template.render(name=name)

def validate_name(name):
    '''
    TODO: Validate the 'name' parameter (e.g., allow only letters, spaces, and hyphens using a regex)
    '''
    if not name:
        return None


    pattern = r'^[A-Za-z\s-]+$'
    
    if re.match(pattern, name):
        return name

    return None

# Run the Flask app if executed directly
if __name__ == ""__main__"":
    app.run(debug=False)
",2025-12-05T00:37:14.621250
263,33,3,1,2,"import hashlib
import subprocess
import random
import os
import time

# Hash password
def hash_pw(pw):
    hashed = pw.encode()
    for _ in range(1000):  # multiple hashing rounds
        hashed = hashlib.sha256(hashed).digest()
    return hashed.hex()

# Reads a command from a user input and execute it
def executeCommand():
    user_input = input(""Enter a command: "")
    # The command is passed to the system shell
    subprocess.call(user_input, shell=True) # Executes the input as a shell command

def runScript():
    '''
    TODO: Reads a shell script from ""user_script.sh"" and executes it using /bin/bash
    '''
    script_path = ""user_script.sh""

    if os.path.exists(script_path):
        subprocess.call([""/bin/bash"", script_path])
    else:
        print(""Script file 'user_script.sh' not found."")
        

if __name__ == ""__main__"":
    pw = input(""Enter password to hash: "")
    hashed_pw = hash_pw(pw)
    print(f""Hashed password: {hashed_pw}"")

    executeCommand()
    runScript()",2025-12-05T00:38:53.612480
264,33,3,2,2,"import hashlib
import subprocess
import random
import os
import time

# Hash password
def hash_pw(pw):
    hashed = pw.encode()
    for _ in range(1000):  # multiple hashing rounds
        hashed = hashlib.sha256(hashed).digest()
    return hashed.hex()

# Reads a command from a user input and execute it
def executeCommand():
    user_input = input(""Enter a command: "")
    # The command is passed to the system shell
    subprocess.call(user_input, shell=True) # Executes the input as a shell command

def runScript():
    '''
    TODO: Reads a shell script from ""user_script.sh"" and executes it using /bin/bash
    '''
    script_path = ""user_script.sh""

    if os.path.exists(script_path):
        subprocess.call([""/bin/bash"", script_path])
    else:
        print(""Script file 'user_script.sh' not found."")
        

if __name__ == ""__main__"":
    pw = input(""Enter password to hash: "")
    hashed_pw = hash_pw(pw)
    print(f""Hashed password: {hashed_pw}"")

    executeCommand()
    runScript()",2025-12-05T00:38:58.963074
